transaction_id,timestamp_sec,amount,mcc,mcc_risk_weight,is_decline,hour_of_day_sin,hour_of_day_cos,card_type,device_risk_score,velocity,geo_distance_km,card_age_days,failed_attempts_24h,user_agent_category,provisioning_channel,nfc_tap_latency_ms,bnpl_bureau_inquiries,raas_dispute_score,bopis_pickup_delay_min,is_fraud,attack_vector,fraud_subtype
TX_LEG_HN_017362,1141601.8532432495,193.63,5999,0.85,0,0.9731,0.2305,visa,0.2375,0.77,13.09,408.0,0,standard_browser,0,33.7,0,0.1232,0.0,0,legitimate_hard_negative,legitimate_hard_negative
TX_LEG_HN_017363,1141616.2638895093,23.97,5816,0.88,1,0.9733,0.2295,mastercard,0.1273,2.22,0.1,390.0,1,standard_browser,0,39.4,0,0.0191,0.0,0,legitimate_hard_negative,legitimate_hard_negative
TX_FRD_BNPL_000266,1141639.0140928954,297.89,5999,0.85,1,0.9737,0.2279,mastercard,0.3825,0.72,38.76,25.0,1,standard_browser,0,0.0,10,0.0938,0.0,1,bnpl_synthetic_stacking,bnpl_synthetic_stacking
TX_LEG_HN_017364,1141666.4735256983,94.71,7399,0.9,0,0.9741,0.2259,amex,0.1271,1.54,13.96,518.0,0,standard_browser,0,66.8,0,0.186,0.0,0,legitimate_hard_negative,legitimate_hard_negative
TX_LEG_HN_017365,1141680.780256857,72.61,5968,0.8,0,0.9744,0.2249,mastercard,0.0316,1.52,33.31,308.0,0,standard_browser,1,0.0,0,0.0898,0.0,0,legitimate_hard_negative,legitimate_hard_negative
TX_LEG_STD_026041,1141700.7035067745,1499.91,4121,0.35,0,0.9747,0.2235,mastercard,0.1774,0.88,36.97,582.0,0,standard_browser,0,0.0,0,0.0932,0.0,0,legitimate,legitimate_standard
TX_LEG_STD_026042,1141700.9835607645,1108.88,5812,0.15,0,0.9747,0.2235,visa,0.25,1.14,1.14,998.0,0,standard_browser,0,0.0,0,0.0833,0.0,0,legitimate,legitimate_standard
TX_FRD_RAAS_000229,1141728.484992465,254.57,5311,0.4,0,0.9752,0.2215,visa,0.01,2.47,14.09,664.0,0,standard_browser,0,0.0,0,0.9007,0.0,1,refund_as_a_service,refund_as_a_service
TX_FRD_WALLET_000300,1141767.412428071,849.82,5812,0.15,0,0.9758,0.2188,mastercard,0.2457,2.27,255.86,149.0,0,spoofed_mobile_browser,3,41.2,0,0.1032,0.0,1,wallet_push_provisioning_hijack,wallet_push_provisioning_hijack
TX_LEG_STD_026043,1141809.825576889,1194.42,5812,0.15,0,0.9765,0.2157,visa,0.0709,1.59,10.33,356.0,0,standard_browser,0,0.0,0,0.025,0.0,0,legitimate,legitimate_standard
TX_LEG_STD_026044,1141828.364319181,553.61,5812,0.15,0,0.9767,0.2144,visa,0.174,0.59,34.73,172.0,0,standard_browser,0,70.2,1,0.0396,0.0,0,legitimate,legitimate_standard
TX_LEG_HN_017366,1141830.610603743,93.94,7399,0.9,0,0.9768,0.2143,mastercard,0.01,1.96,1.95,331.0,0,standard_browser,0,0.0,2,0.0391,474.0,0,legitimate_hard_negative,legitimate_hard_negative
TX_LEG_STD_026045,1141885.8673281954,236.99,5311,0.4,0,0.9776,0.2103,visa,0.01,0.8,48.45,929.0,1,standard_browser,1,0.0,1,0.0287,0.0,0,legitimate,legitimate_standard
TX_LEG_STD_026046,1141911.2045115635,309.06,5816,0.88,0,0.978,0.2085,visa,0.1972,0.81,54.14,142.0,0,standard_browser,0,47.4,1,0.0241,0.0,0,legitimate,legitimate_standard
TX_LEG_HN_017367,1141918.316810764,36.03,5999,0.85,0,0.9781,0.208,amex,0.234,1.53,30.08,205.0,0,standard_browser,0,0.0,0,0.0098,0.0,0,legitimate_hard_negative,legitimate_hard_negative
TX_LEG_STD_026047,1141928.7180145385,472.65,5999,0.85,0,0.9783,0.2073,mastercard,0.01,1.04,19.19,920.0,0,standard_browser,0,0.0,1,0.0567,0.0,0,legitimate,legitimate_standard
TX_LEG_STD_026048,1141943.0936383256,668.06,5999,0.85,0,0.9785,0.2063,amex,0.0744,1.49,30.83,317.0,0,standard_browser,0,26.5,1,0.0025,0.0,0,legitimate,legitimate_standard
TX_LEG_STD_026049,1142022.7443784743,508.33,5311,0.4,0,0.9797,0.2006,visa,0.12,1.59,45.65,976.0,0,standard_browser,0,49.9,0,0.1903,0.0,1,adversarial_device_spoofing,label_noise_undetected
TX_LEG_STD_026050,1142026.8670018052,311.46,4121,0.35,0,0.9797,0.2003,visa,0.0201,2.2,36.4,624.0,0,standard_browser,0,62.4,0,0.0227,0.0,0,legitimate,legitimate_standard
TX_LEG_STD_026051,1142040.2833899641,697.71,7399,0.9,0,0.9799,0.1993,mastercard,0.2917,1.14,54.23,282.0,0,standard_browser,0,64.9,2,0.0167,0.0,0,legitimate,legitimate_standard
TX_LEG_HN_017368,1142046.0715343845,128.52,5968,0.8,0,0.98,0.1989,visa,0.0491,1.39,6.41,424.0,0,standard_browser,1,0.0,1,0.1439,0.0,0,legitimate_hard_negative,legitimate_hard_negative
TX_LEG_STD_026052,1142078.5145740984,226.29,4121,0.35,0,0.9805,0.1966,mastercard,0.1742,0.55,0.1,682.0,0,standard_browser,0,73.3,0,0.1832,80.0,0,legitimate,legitimate_standard
TX_LEG_STD_026053,1142123.5774471585,678.32,5816,0.88,0,0.9811,0.1934,mastercard,0.1377,1.87,26.5,254.0,0,standard_browser,1,0.0,0,0.0151,106.0,0,legitimate,legitimate_standard
TX_LEG_STD_026054,1142128.7931814594,680.95,4121,0.35,0,0.9812,0.193,visa,0.0816,1.03,6.29,175.0,0,standard_browser,0,0.0,2,0.0042,243.0,0,legitimate,legitimate_standard
TX_LEG_HN_017369,1142172.3365426506,117.5,5816,0.88,0,0.9818,0.1899,visa,0.1079,1.44,8.43,348.0,0,standard_browser,0,0.0,0,0.0979,0.0,0,legitimate_hard_negative,legitimate_hard_negative
TX_LEG_STD_026055,1142211.298918576,641.7,5999,0.85,0,0.9823,0.1871,visa,0.2685,1.46,1.69,116.0,0,standard_browser,0,0.0,0,0.0256,0.0,0,legitimate,legitimate_standard
TX_LEG_HN_017370,1142220.2517112256,91.92,5999,0.85,0,0.9825,0.1865,mastercard,0.3663,0.83,58.12,90.0,0,standard_browser,0,0.0,0,0.1097,0.0,0,legitimate_hard_negative,legitimate_hard_negative
TX_LEG_HN_017371,1142222.2963033884,62.12,5968,0.8,0,0.9825,0.1864,visa,0.1748,1.74,44.19,395.0,0,standard_browser,0,0.0,1,0.0771,0.0,0,legitimate_hard_negative,legitimate_hard_negative
TX_LEG_HN_017372,1142223.0533025977,96.88,5969,0.82,0,0.9825,0.1863,visa,0.3192,2.21,23.18,2173.0,0,standard_browser,0,0.0,1,0.0171,0.0,0,legitimate_hard_negative,legitimate_hard_negative
TX_LEG_STD_026056,1142277.3927820143,998.87,5812,0.15,0,0.9832,0.1824,visa,0.172,1.38,32.5,638.0,0,standard_browser,0,43.3,0,0.0364,0.0,0,legitimate,legitimate_standard
TX_LEG_HN_017373,1142278.3024917524,49.92,5999,0.85,0,0.9832,0.1824,visa,0.1954,0.64,10.59,515.0,0,standard_browser,1,0.0,0,0.1201,0.0,0,legitimate_hard_negative,legitimate_hard_negative
TX_LEG_STD_026057,1142288.1370763027,551.18,5999,0.85,0,0.9834,0.1817,visa,0.2519,0.8,63.66,155.0,0,standard_browser,0,0.0,1,0.0455,0.0,0,legitimate,legitimate_standard
TX_LEG_STD_026058,1142301.095727617,392.4,4121,0.35,0,0.9835,0.1807,amex,0.1048,1.12,3.4,195.0,0,standard_browser,0,0.0,1,0.1217,0.0,0,legitimate,legitimate_standard
TX_LEG_STD_026059,1142316.980226487,549.02,5999,0.85,0,0.9837,0.1796,visa,0.156,1.24,44.38,181.0,1,standard_browser,0,0.0,1,0.206,0.0,0,legitimate,legitimate_standard
TX_LEG_STD_026060,1142375.8181440926,427.53,7399,0.9,0,0.9845,0.1754,visa,0.0894,1.84,20.04,1853.0,0,standard_browser,1,49.9,2,0.0253,0.0,0,legitimate,legitimate_standard
TX_LEG_STD_026061,1142377.8592021407,557.75,5311,0.4,0,0.9845,0.1752,visa,0.1443,0.89,68.76,326.0,0,standard_browser,0,69.9,0,0.0875,179.0,0,legitimate,legitimate_standard
TX_LEG_STD_026062,1142434.20518712,808.92,5816,0.88,0,0.9852,0.1712,mastercard,0.1573,1.11,31.69,450.0,0,standard_browser,0,0.0,0,0.1089,0.0,0,legitimate,legitimate_standard
TX_LEG_STD_026063,1142467.1428573523,306.18,5816,0.88,0,0.9856,0.1688,mastercard,0.1359,0.77,92.66,677.0,0,standard_browser,0,0.0,1,0.0911,0.0,0,legitimate,legitimate_standard
TX_LEG_HN_017374,1142474.4975547174,214.85,5968,0.8,0,0.9857,0.1683,visa,0.2496,1.09,42.27,153.0,0,standard_browser,0,0.0,1,0.0724,0.0,0,legitimate_hard_negative,legitimate_hard_negative
TX_LEG_STD_026064,1142499.6774948812,973.83,5816,0.88,0,0.986,0.1665,visa,0.018,1.17,67.0,89.0,0,standard_browser,0,0.0,0,0.0243,0.0,0,legitimate,legitimate_standard
TX_LEG_HN_017375,1142516.932159408,223.38,5969,0.82,0,0.9862,0.1653,visa,0.1459,1.74,0.1,669.0,0,standard_browser,0,0.0,2,0.1731,0.0,0,legitimate_hard_negative,legitimate_hard_negative
TX_LEG_STD_026065,1142522.4671034734,649.1,5816,0.88,0,0.9863,0.1649,visa,0.0735,1.45,10.6,364.0,1,standard_browser,0,0.0,0,0.0114,0.0,0,legitimate,legitimate_standard
TX_LEG_STD_026066,1142524.6601674338,1167.5,5816,0.88,0,0.9863,0.1647,mastercard,0.058,1.08,86.4,188.0,0,standard_browser,0,46.2,0,0.0312,0.0,0,legitimate,legitimate_standard
TX_LEG_HN_017376,1142536.8021025618,73.4,5999,0.85,0,0.9865,0.1638,visa,0.4058,1.18,10.67,170.0,0,standard_browser,0,79.0,1,0.0883,0.0,0,legitimate_hard_negative,legitimate_hard_negative
TX_LEG_STD_026067,1142541.4172212004,457.82,7399,0.9,0,0.9865,0.1635,visa,0.0395,1.12,43.63,262.0,0,standard_browser,1,0.0,0,0.1069,0.0,0,legitimate,legitimate_standard
TX_LEG_HN_017377,1142597.6652261643,49.11,7399,0.9,0,0.9872,0.1595,visa,0.2871,1.17,21.59,637.0,0,standard_browser,0,0.0,0,0.0024,0.0,0,legitimate_hard_negative,legitimate_hard_negative
TX_LEG_STD_026068,1142598.8944849388,246.32,5311,0.4,1,0.9872,0.1594,visa,0.1844,1.9,11.88,573.0,0,standard_browser,0,0.0,0,0.1693,0.0,0,legitimate,legitimate_standard
TX_LEG_HN_017378,1142599.4940333767,81.33,7399,0.9,0,0.9872,0.1593,mastercard,0.0464,1.24,0.1,168.0,0,standard_browser,0,0.0,0,0.065,0.0,0,legitimate_hard_negative,legitimate_hard_negative
TX_LEG_STD_026069,1142667.257977172,336.06,5812,0.15,0,0.988,0.1545,amex,0.0623,1.65,13.57,836.0,0,standard_browser,0,0.0,0,0.1114,0.0,0,legitimate,legitimate_standard
TX_LEG_HN_017379,1142696.0974915854,21.16,5816,0.88,1,0.9883,0.1524,visa,0.2553,2.09,46.32,275.0,0,standard_browser,0,0.0,2,0.0141,0.0,0,legitimate_hard_negative,legitimate_hard_negative
TX_LEG_STD_026070,1142696.672218156,325.49,5816,0.88,0,0.9883,0.1524,visa,0.0492,0.69,8.67,824.0,0,standard_browser,0,0.0,0,0.0064,0.0,0,legitimate,legitimate_standard
TX_LEG_HN_017380,1142707.6008187889,59.55,5968,0.8,0,0.9884,0.1516,visa,0.197,1.14,16.16,91.0,0,standard_browser,1,0.0,1,0.0282,0.0,0,legitimate_hard_negative,legitimate_hard_negative
TX_LEG_STD_026071,1142747.2562446292,1325.24,5816,0.88,0,0.9889,0.1487,visa,0.1835,1.02,30.02,1282.0,0,standard_browser,1,0.0,0,0.0495,0.0,0,legitimate,legitimate_standard
TX_LEG_STD_026072,1142763.85082224,500.8,5999,0.85,0,0.9891,0.1475,visa,0.2301,0.74,60.03,185.0,0,standard_browser,0,48.1,0,0.0366,0.0,0,legitimate,legitimate_standard
TX_LEG_STD_026073,1142779.8662972236,556.67,5999,0.85,1,0.9892,0.1464,visa,0.1122,0.97,53.61,876.0,0,standard_browser,0,0.0,0,0.0021,0.0,0,legitimate,legitimate_standard
TX_LEG_STD_026074,1142822.8379248632,1034.79,5999,0.85,0,0.9897,0.1433,amex,0.1017,1.3,85.81,881.0,0,standard_browser,1,0.0,1,0.074,0.0,0,legitimate,legitimate_standard
TX_LEG_STD_026075,1142829.3844152896,445.03,5999,0.85,0,0.9897,0.1428,visa,0.0473,0.78,64.63,520.0,0,standard_browser,0,0.0,0,0.0592,0.0,0,legitimate,legitimate_standard
TX_LEG_STD_026076,1142862.5140974564,689.14,7399,0.9,0,0.9901,0.1404,mastercard,0.0147,0.7,39.9,162.0,0,standard_browser,0,0.0,0,0.0441,0.0,0,legitimate,legitimate_standard
TX_LEG_HN_017381,1142925.3149570094,57.34,5816,0.88,0,0.9907,0.1359,mastercard,0.1392,2.25,70.37,158.0,0,standard_browser,0,0.0,0,0.0575,0.0,0,legitimate_hard_negative,legitimate_hard_negative
TX_LEG_STD_026077,1143042.901656258,705.22,7399,0.9,0,0.9918,0.1274,visa,0.036,1.08,5.83,178.0,0,standard_browser,0,49.6,1,0.0639,251.0,0,legitimate,legitimate_standard
TX_LEG_STD_026078,1143064.2750923366,431.5,4121,0.35,0,0.992,0.1259,mastercard,0.0694,0.9,44.16,350.0,0,standard_browser,0,0.0,0,0.0113,0.0,0,legitimate,legitimate_standard
TX_LEG_HN_017382,1143078.180285495,77.01,5968,0.8,0,0.9922,0.1249,visa,0.2246,1.65,25.55,124.0,0,standard_browser,1,0.0,0,0.2705,0.0,0,legitimate_hard_negative,legitimate_hard_negative
TX_LEG_HN_017383,1143084.424578331,193.12,5999,0.85,0,0.9922,0.1244,mastercard,0.0736,1.9,16.28,352.0,0,standard_browser,0,0.0,0,0.0696,0.0,0,legitimate_hard_negative,legitimate_hard_negative
TX_LEG_STD_026079,1143098.2252751077,584.23,5311,0.4,0,0.9924,0.1234,visa,0.1821,0.61,51.52,630.0,1,standard_browser,0,28.7,0,0.0121,0.0,0,legitimate,legitimate_standard
TX_LEG_HN_017384,1143104.8337992674,233.18,7399,0.9,0,0.9924,0.123,mastercard,0.1891,1.78,29.12,742.0,0,standard_browser,0,0.0,3,0.1914,0.0,0,legitimate_hard_negative,legitimate_hard_negative
TX_LEG_STD_026080,1143146.4564145107,364.13,5311,0.4,0,0.9928,0.12,visa,0.0822,0.89,19.84,154.0,0,standard_browser,0,0.0,0,0.0073,0.0,0,legitimate,legitimate_standard
TX_LEG_STD_026081,1143195.33935565,463.46,5311,0.4,0,0.9932,0.1164,mastercard,0.079,0.73,72.08,369.0,0,standard_browser,1,59.8,1,0.0871,0.0,0,legitimate,legitimate_standard
TX_LEG_STD_026082,1143220.1166101438,328.55,5812,0.15,0,0.9934,0.1146,mastercard,0.0433,1.06,71.01,296.0,0,standard_browser,0,0.0,2,0.0326,0.0,0,legitimate,legitimate_standard
TX_LEG_STD_026083,1143227.9177017568,976.8,5311,0.4,0,0.9935,0.1141,mastercard,0.1508,1.23,61.53,815.0,0,standard_browser,0,67.1,2,0.1738,0.0,0,legitimate,legitimate_standard
TX_LEG_STD_026084,1143230.6829688742,191.22,5816,0.88,0,0.9935,0.1139,visa,0.1019,1.41,76.28,186.0,0,standard_browser,1,76.1,0,0.0668,0.0,0,legitimate,legitimate_standard
TX_LEG_STD_026085,1143234.4244412961,547.27,5812,0.15,0,0.9935,0.1136,visa,0.0345,1.45,66.75,86.0,0,standard_browser,0,0.0,0,0.2638,0.0,0,legitimate,legitimate_standard
TX_LEG_STD_026086,1143263.1007103324,216.75,5311,0.4,0,0.9938,0.1115,amex,0.3415,0.85,15.57,169.0,0,standard_browser,0,0.0,0,0.0858,0.0,0,legitimate,legitimate_standard
TX_LEG_STD_026087,1143278.3067921684,423.51,4121,0.35,0,0.9939,0.1104,mastercard,0.1734,0.89,1.71,520.0,0,standard_browser,1,54.0,0,0.0312,0.0,0,legitimate,legitimate_standard
TX_LEG_HN_017385,1143284.2917765304,62.67,5999,0.85,0,0.9939,0.11,mastercard,0.0977,1.25,13.18,322.0,0,standard_browser,0,72.5,0,0.0319,0.0,0,legitimate_hard_negative,legitimate_hard_negative
TX_LEG_HN_017386,1143297.4755799158,29.9,5968,0.8,0,0.994,0.109,visa,0.067,1.12,13.23,776.0,0,standard_browser,0,0.0,1,0.194,0.0,0,legitimate_hard_negative,legitimate_hard_negative
TX_LEG_STD_026088,1143330.6336722083,945.8,5311,0.4,0,0.9943,0.1067,mastercard,0.1868,0.76,69.02,283.0,0,standard_browser,0,58.8,0,0.1497,0.0,0,legitimate,legitimate_standard
TX_FRD_GHOST_000305,1143338.1419325783,69.91,4121,0.35,0,0.9944,0.1061,mastercard,0.0715,2.42,28.69,459.0,0,standard_browser,1,319.9,0,0.0332,0.0,1,ghost_tap_nfc_relay,ghost_tap_nfc_relay
TX_LEG_HN_017387,1143448.0217942426,36.91,5816,0.88,0,0.9952,0.0982,visa,0.0339,2.04,26.42,379.0,0,standard_browser,0,0.0,0,0.2482,0.0,0,legitimate_hard_negative,legitimate_hard_negative
TX_LEG_STD_026089,1143540.7800935246,509.71,5999,0.85,0,0.9958,0.0914,visa,0.0368,1.52,78.55,229.0,0,standard_browser,1,0.0,0,0.0281,0.0,0,legitimate,legitimate_standard
TX_LEG_STD_026090,1143553.8015304152,502.31,5999,0.85,0,0.9959,0.0905,mastercard,0.4119,1.03,0.1,855.0,0,standard_browser,0,59.1,2,0.0683,0.0,0,legitimate,legitimate_standard
TX_LEG_STD_026091,1143554.3056981338,839.74,5999,0.85,0,0.9959,0.0905,mastercard,0.0998,1.1,56.88,720.0,0,standard_browser,0,38.1,1,0.0622,0.0,0,legitimate,legitimate_standard
TX_LEG_STD_026092,1143605.5556384642,598.25,5812,0.15,0,0.9962,0.0868,amex,0.2676,0.91,72.78,553.0,0,standard_browser,1,0.0,0,0.0238,0.0,0,legitimate,legitimate_standard
TX_LEG_STD_026093,1143610.3752549733,682.04,5999,0.85,0,0.9963,0.0864,mastercard,0.0744,1.06,24.57,291.0,0,standard_browser,0,71.0,0,0.0424,0.0,0,legitimate,legitimate_standard
TX_LEG_STD_026094,1143624.6560968598,202.59,5816,0.88,0,0.9963,0.0854,mastercard,0.1813,0.61,5.82,104.0,0,standard_browser,0,0.0,0,0.0169,0.0,0,legitimate,legitimate_standard
TX_LEG_STD_026095,1143682.9292423795,512.8,5311,0.4,0,0.9967,0.0811,visa,0.0292,0.57,52.64,56.0,0,standard_browser,1,0.0,0,0.0077,0.0,0,legitimate,legitimate_standard
TX_FRD_DRIP_000376,1143698.008563065,462.22,5816,0.88,0,0.9968,0.0801,mastercard,0.1568,0.45,15.81,53.0,0,residential_proxy_bot,1,0.0,0,0.0168,0.0,1,slow_drip,slow_drip_stealth
TX_LEG_STD_026096,1143706.526849883,696.84,5311,0.4,0,0.9968,0.0794,mastercard,0.113,1.63,33.95,344.0,0,standard_browser,0,0.0,0,0.0166,0.0,0,legitimate,legitimate_standard
TX_LEG_HN_017388,1143706.6130866841,360.86,5999,0.85,0,0.9968,0.0794,visa,0.0203,1.59,13.46,223.0,0,standard_browser,0,39.1,3,0.0382,0.0,0,legitimate_hard_negative,legitimate_hard_negative
TX_LEG_STD_026097,1143737.1930674356,725.55,5311,0.4,0,0.997,0.0772,amex,0.1195,1.4,7.52,2697.0,0,standard_browser,0,0.0,0,0.0429,0.0,0,legitimate,legitimate_standard
TX_LEG_STD_026098,1143740.7298493811,693.19,5999,0.85,0,0.997,0.077,amex,0.1119,1.5,9.68,316.0,0,standard_browser,0,20.7,0,0.1257,0.0,0,legitimate,legitimate_standard
TX_LEG_STD_026099,1143743.3023057294,510.57,7399,0.9,0,0.997,0.0768,visa,0.2305,1.0,20.37,1423.0,0,standard_browser,0,0.0,2,0.0847,0.0,0,legitimate,legitimate_standard
TX_LEG_STD_026100,1143801.7537245294,661.16,5311,0.4,0,0.9974,0.0725,mastercard,0.0718,1.1,61.93,75.0,0,standard_browser,0,0.0,0,0.0634,0.0,0,legitimate,legitimate_standard
TX_LEG_HN_017389,1143833.6721431392,156.38,5999,0.85,0,0.9975,0.0702,visa,0.0276,1.56,0.1,286.0,0,standard_browser,0,0.0,0,0.091,0.0,0,legitimate_hard_negative,legitimate_hard_negative
TX_LEG_STD_026101,1143846.268573037,243.39,5816,0.88,0,0.9976,0.0693,amex,0.0448,1.54,21.76,393.0,0,standard_browser,0,0.0,1,0.0099,0.0,0,legitimate,legitimate_standard
TX_LEG_HN_017390,1143870.026051546,73.11,5999,0.85,0,0.9977,0.0676,mastercard,0.0683,1.49,35.64,766.0,0,standard_browser,0,0.0,0,0.0936,295.0,0,legitimate_hard_negative,legitimate_hard_negative
TX_LEG_STD_026102,1143875.265999186,337.74,5999,0.85,0,0.9977,0.0672,visa,0.2484,0.55,14.31,405.0,0,standard_browser,0,0.0,0,0.0334,0.0,0,legitimate,legitimate_standard
TX_FRD_DRIP_000377,1143887.684579443,268.28,5311,0.4,0,0.9978,0.0663,visa,0.0935,1.26,4.28,253.0,1,residential_proxy_bot,0,0.0,0,0.0606,0.0,1,slow_drip,slow_drip_stealth
TX_LEG_HN_017391,1143894.8694234993,328.86,5999,0.85,0,0.9978,0.0658,amex,0.1339,1.35,25.37,303.0,0,standard_browser,1,66.6,0,0.0355,0.0,0,legitimate_hard_negative,legitimate_hard_negative
TX_LEG_STD_026103,1143961.9325362626,199.68,5812,0.15,0,0.9981,0.0609,visa,0.0261,0.89,10.45,286.0,0,standard_browser,0,0.0,0,0.0712,0.0,0,legitimate,legitimate_standard
TX_FRD_BOPIS_000265,1143971.9610280448,280.32,5311,0.4,0,0.9982,0.0602,mastercard,0.12,1.41,199.43,1618.0,0,automated_script,0,0.0,0,0.0481,14.0,1,adversarial_device_spoofing,bopis_mule_laundering
TX_LEG_HN_017392,1143972.0128745928,146.24,5968,0.8,0,0.9982,0.0602,mastercard,0.204,2.02,59.19,437.0,0,standard_browser,1,0.0,0,0.0119,0.0,1,legitimate_hard_negative,label_noise_undetected
TX_LEG_HN_017393,1143972.1949284459,284.82,7399,0.9,0,0.9982,0.0602,mastercard,0.0373,0.89,1.4,396.0,0,standard_browser,2,77.2,1,0.0356,0.0,0,legitimate_hard_negative,legitimate_hard_negative
TX_LEG_STD_026104,1143973.0756006802,356.61,5311,0.4,0,0.9982,0.0601,visa,0.127,1.13,29.61,202.0,0,standard_browser,0,0.0,0,0.1012,0.0,0,legitimate,legitimate_standard
TX_LEG_STD_026105,1143973.4916912182,312.1,5999,0.85,0,0.9982,0.0601,mastercard,0.0655,1.14,62.09,657.0,2,standard_browser,0,55.6,2,0.0416,0.0,0,legitimate,legitimate_standard
TX_LEG_STD_026106,1144001.0811560499,454.19,5311,0.4,0,0.9983,0.0581,visa,0.0294,0.93,35.63,1903.0,0,standard_browser,0,0.0,0,0.0137,0.0,0,legitimate,legitimate_standard
TX_LEG_HN_017394,1144015.595159728,32.19,5968,0.8,0,0.9984,0.057,visa,0.1997,1.28,0.88,420.0,0,standard_browser,0,72.3,0,0.0446,0.0,0,legitimate_hard_negative,legitimate_hard_negative
TX_LEG_STD_026107,1144021.7088046707,176.73,5311,0.4,0,0.9984,0.0566,mastercard,0.2184,0.56,81.94,273.0,0,standard_browser,1,0.0,0,0.1421,209.0,0,legitimate,legitimate_standard
TX_LEG_HN_017395,1144076.20163155,242.34,7399,0.9,0,0.9986,0.0526,mastercard,0.1334,1.06,34.86,386.0,0,standard_browser,1,34.9,0,0.0472,0.0,0,legitimate_hard_negative,legitimate_hard_negative
TX_LEG_STD_026108,1144078.8559380795,1182.87,5816,0.88,0,0.9986,0.0524,visa,0.01,0.77,19.1,122.0,0,standard_browser,1,0.0,0,0.0227,0.0,0,legitimate,legitimate_standard
TX_LEG_STD_026109,1144086.5655928259,705.11,5816,0.88,0,0.9987,0.0519,amex,0.0919,1.3,15.4,169.0,0,standard_browser,0,49.5,0,0.0026,0.0,0,legitimate,legitimate_standard
TX_LEG_HN_017396,1144135.7563899702,244.5,5969,0.82,0,0.9988,0.0483,visa,0.1671,1.52,0.1,77.0,0,standard_browser,1,32.5,0,0.2528,0.0,0,legitimate_hard_negative,legitimate_hard_negative
TX_LEG_STD_026110,1144216.0891427055,900.98,5999,0.85,0,0.9991,0.0425,amex,0.0329,1.18,39.89,140.0,0,standard_browser,0,0.0,0,0.1648,0.0,0,legitimate,legitimate_standard
TX_LEG_STD_026111,1144249.7128761976,484.12,5816,0.88,0,0.9992,0.04,visa,0.0904,0.93,48.01,256.0,1,standard_browser,0,0.0,1,0.0183,0.0,0,legitimate,legitimate_standard
TX_LEG_STD_026112,1144253.782270505,430.41,5311,0.4,0,0.9992,0.0397,mastercard,0.1648,1.32,28.0,282.0,2,standard_browser,0,0.0,1,0.0163,0.0,0,legitimate,legitimate_standard
TX_LEG_STD_026113,1144273.5087016842,305.72,5999,0.85,0,0.9993,0.0383,amex,0.0738,0.79,0.1,83.0,0,standard_browser,0,26.3,0,0.0439,0.0,0,legitimate,legitimate_standard
TX_FRD_GHOST_000306,1144283.2303175172,32.35,5541,0.18,0,0.9993,0.0376,visa,0.1135,5.64,22.97,746.0,0,standard_browser,2,471.2,0,0.0029,0.0,1,ghost_tap_nfc_relay,ghost_tap_nfc_relay
TX_LEG_HN_017397,1144289.2333666408,145.51,5999,0.85,0,0.9993,0.0371,amex,0.0768,1.51,4.09,1844.0,0,standard_browser,0,0.0,0,0.1124,0.0,0,legitimate_hard_negative,legitimate_hard_negative
TX_LEG_HN_017398,1144305.0196371407,146.09,7399,0.9,0,0.9994,0.036,mastercard,0.1874,2.05,23.8,181.0,0,standard_browser,0,0.0,0,0.0868,0.0,0,legitimate_hard_negative,legitimate_hard_negative
TX_LEG_STD_026114,1144312.2880735362,666.28,5812,0.15,0,0.9994,0.0355,visa,0.0391,1.57,19.39,88.0,1,standard_browser,0,0.0,0,0.0481,0.0,0,legitimate,legitimate_standard
TX_LEG_HN_017399,1144349.0022405807,60.25,7399,0.9,0,0.9995,0.0328,mastercard,0.2088,1.07,28.98,650.0,0,standard_browser,0,0.0,1,0.0359,119.0,0,legitimate_hard_negative,legitimate_hard_negative
TX_LEG_STD_026115,1144369.0048247932,316.84,5311,0.4,0,0.9995,0.0313,mastercard,0.01,1.14,26.91,95.0,0,standard_browser,0,0.0,0,0.0617,92.0,0,legitimate,legitimate_standard
TX_LEG_STD_026116,1144375.9062870652,358.32,5311,0.4,0,0.9995,0.0308,visa,0.1925,0.88,24.87,299.0,0,standard_browser,1,0.0,1,0.0009,0.0,0,legitimate,legitimate_standard
TX_LEG_HN_017400,1144391.9704839496,220.24,5969,0.82,0,0.9996,0.0297,mastercard,0.2809,2.4,31.93,1349.0,1,standard_browser,0,0.0,0,0.2327,218.0,0,legitimate_hard_negative,legitimate_hard_negative
TX_LEG_STD_026117,1144395.800350449,706.18,5816,0.88,0,0.9996,0.0294,visa,0.0257,0.89,31.57,1050.0,0,standard_browser,0,61.3,0,0.0318,0.0,0,legitimate,legitimate_standard
TX_LEG_STD_026118,1144397.3001779034,367.81,4121,0.35,0,0.9996,0.0293,visa,0.12,0.87,0.1,190.0,0,standard_browser,0,0.0,1,0.03,0.0,1,adversarial_device_spoofing,label_noise_undetected
TX_LEG_HN_017401,1144401.4554519074,256.13,5968,0.8,0,0.9996,0.029,visa,0.1476,1.42,46.2,272.0,0,standard_browser,1,21.4,0,0.0668,0.0,0,legitimate_hard_negative,legitimate_hard_negative
